Date,Low,Open,Volume,High,Close,Adjusted Close
18-12-2020,11.5,13.0,711900,14.239999771118164,12.399999618530273,12.399999618530273
21-12-2020,12.520000457763672,13.149999618530273,1164300,13.149999618530273,12.649999618530273,12.649999618530273
22-12-2020,13.020000457763672,13.239999771118164,2413200,17.510000228881836,13.949999809265137,13.949999809265137
23-12-2020,13.899999618530273,14.0,3080200,15.880000114440918,14.829999923706055,14.829999923706055
24-12-2020,16.8799991607666,17.690000534057617,4664100,19.540000915527344,18.5,18.5
28-12-2020,15.949999809265137,18.0,3092600,19.5,16.610000610351562,16.610000610351562
29-12-2020,15.494999885559082,16.06999969482422,1179400,16.530000686645508,15.800000190734863,15.800000190734863
30-12-2020,15.800000190734863,16.0,617600,16.329999923706055,16.0,16.0
31-12-2020,14.510000228881836,15.869999885559082,1245700,16.0,14.5600004196167,14.5600004196167
04-01-2021,13.600000381469727,15.140000343322754,1182800,15.199999809265137,14.270000457763672,14.270000457763672
05-01-2021,13.720000267028809,13.800000190734863,472900,14.619999885559082,14.619999885559082,14.619999885559082
06-01-2021,14.180000305175781,14.180000305175781,1040100,15.569999694824219,14.8100004196167,14.8100004196167
07-01-2021,14.800000190734863,14.800000190734863,646600,15.5,14.949999809265137,14.949999809265137
08-01-2021,14.5,15.0,483700,15.0,14.75,14.75
11-01-2021,14.149999618530273,14.550000190734863,526700,14.706000328063965,14.680000305175781,14.680000305175781
12-01-2021,14.100000381469727,14.8100004196167,671300,14.84000015258789,14.369999885559082,14.369999885559082
13-01-2021,14.25,14.579999923706055,881900,14.699999809265137,14.4399995803833,14.4399995803833
14-01-2021,14.699999809265137,15.0,1480300,15.8100004196167,14.949999809265137,14.949999809265137
15-01-2021,14.75,15.010000228881836,882400,15.800000190734863,15.130000114440918,15.130000114440918
19-01-2021,14.680000305175781,15.029999732971191,829500,15.1899995803833,15.140000343322754,15.140000343322754
20-01-2021,14.5600004196167,15.100000381469727,663400,15.260000228881836,14.75,14.75
21-01-2021,14.399999618530273,14.75,504900,15.029999732971191,14.720000267028809,14.720000267028809
22-01-2021,14.350000381469727,14.529999732971191,413000,14.739999771118164,14.609999656677246,14.609999656677246
25-01-2021,13.180000305175781,14.350000381469727,1623000,14.5600004196167,13.970000267028809,13.970000267028809
26-01-2021,13.329999923706055,14.100000381469727,1063100,14.100000381469727,13.449999809265137,13.449999809265137
27-01-2021,12.819999694824219,13.149999618530273,1085400,13.949999809265137,12.949999809265137,12.949999809265137
28-01-2021,12.899999618530273,13.550000190734863,638600,13.550000190734863,13.010000228881836,13.010000228881836
29-01-2021,12.420000076293945,12.979999542236328,816100,13.170000076293945,12.829999923706055,12.829999923706055
01-02-2021,12.899999618530273,13.130000114440918,1510100,14.720000267028809,13.800000190734863,13.800000190734863
02-02-2021,14.010000228881836,14.010000228881836,764600,14.699999809265137,14.350000381469727,14.350000381469727
03-02-2021,13.75,14.180000305175781,984400,14.371000289916992,13.850000381469727,13.850000381469727
04-02-2021,13.989999771118164,14.489999771118164,765500,14.5,14.170000076293945,14.170000076293945
05-02-2021,13.609999656677246,14.239999771118164,1004600,14.779999732971191,14.529999732971191,14.529999732971191
08-02-2021,14.520000457763672,14.760000228881836,757900,15.069999694824219,14.720000267028809,14.720000267028809
09-02-2021,14.210000038146973,14.529999732971191,608200,14.899999618530273,14.289999961853027,14.289999961853027
10-02-2021,13.65999984741211,14.720000267028809,844800,14.880000114440918,14.279999732971191,14.279999732971191
11-02-2021,13.850000381469727,14.199999809265137,1095600,14.880000114440918,14.739999771118164,14.739999771118164
12-02-2021,14.850000381469727,15.229999542236328,1423300,15.800000190734863,15.220000267028809,15.220000267028809
16-02-2021,15.5649995803833,16.399999618530273,2744000,17.25,15.720000267028809,15.720000267028809
17-02-2021,14.895000457763672,16.0,1131100,16.059999465942383,15.369999885559082,15.369999885559082
18-02-2021,14.600000381469727,14.800000190734863,1078700,15.630000114440918,15.0,15.0
19-02-2021,14.770000457763672,15.100000381469727,766500,15.180000305175781,14.949999809265137,14.949999809265137
22-02-2021,14.5,14.899999618530273,1044600,15.279999732971191,14.529999732971191,14.529999732971191
23-02-2021,13.0,13.770000457763672,1714100,14.600000381469727,13.699999809265137,13.699999809265137
24-02-2021,13.130000114440918,14.0600004196167,905600,14.197999954223633,13.579999923706055,13.579999923706055
25-02-2021,12.770000457763672,13.40999984741211,1169500,13.850000381469727,12.899999618530273,12.899999618530273
26-02-2021,12.369999885559082,13.130000114440918,1599200,13.390000343322754,12.5,12.5
01-03-2021,12.756999969482422,13.1899995803833,598000,13.1899995803833,12.800000190734863,12.800000190734863
02-03-2021,12.550000190734863,13.0,600100,13.149999618530273,12.699999809265137,12.699999809265137
03-03-2021,11.800000190734863,12.579999923706055,1424000,12.649999618530273,11.920000076293945,11.920000076293945
04-03-2021,10.630000114440918,11.649999618530273,1951400,11.880000114440918,10.819999694824219,10.819999694824219
05-03-2021,10.1899995803833,11.1899995803833,3636900,11.239999771118164,10.779999732971191,10.779999732971191
08-03-2021,10.449999809265137,10.65999984741211,1644200,11.75,10.8100004196167,10.8100004196167
09-03-2021,10.90999984741211,11.149999618530273,1045500,11.520000457763672,11.100000381469727,11.100000381469727
10-03-2021,11.180000305175781,11.399999618530273,492100,11.529999732971191,11.399999618530273,11.399999618530273
11-03-2021,11.5,11.699999809265137,1027400,12.138999938964844,11.600000381469727,11.600000381469727
12-03-2021,11.270000457763672,11.569999694824219,427100,11.970000267028809,11.949999809265137,11.949999809265137
15-03-2021,11.949999809265137,12.350000381469727,772100,12.470000267028809,11.949999809265137,11.949999809265137
16-03-2021,11.149999618530273,12.149999618530273,722400,12.300000190734863,11.210000038146973,11.210000038146973
17-03-2021,11.048999786376953,11.069999694824219,587300,11.800000190734863,11.619999885559082,11.619999885559082
18-03-2021,11.260000228881836,11.369999885559082,485800,12.140000343322754,11.319999694824219,11.319999694824219
19-03-2021,11.300000190734863,11.4399995803833,380800,11.670000076293945,11.380000114440918,11.380000114440918
22-03-2021,11.550000190734863,11.6899995803833,564000,11.930000305175781,11.609999656677246,11.609999656677246
23-03-2021,11.25,11.600000381469727,467300,11.64900016784668,11.329999923706055,11.329999923706055
24-03-2021,10.5,11.4399995803833,1045800,11.529999732971191,10.550000190734863,10.550000190734863
25-03-2021,10.399999618530273,10.40999984741211,862100,10.927000045776367,10.630000114440918,10.630000114440918
26-03-2021,10.520000457763672,10.75,531300,10.850000381469727,10.59000015258789,10.59000015258789
29-03-2021,10.520000457763672,10.899999618530273,633200,10.90999984741211,10.5600004196167,10.5600004196167
30-03-2021,10.460000038146973,10.65999984741211,445700,10.6899995803833,10.5600004196167,10.5600004196167
31-03-2021,10.710000038146973,10.9399995803833,817200,11.5,11.119999885559082,11.119999885559082
01-04-2021,11.199999809265137,11.359999656677246,563900,11.5,11.470000267028809,11.470000267028809
05-04-2021,11.319999694824219,11.579999923706055,447900,11.819999694824219,11.420000076293945,11.420000076293945
06-04-2021,11.100000381469727,11.300000190734863,396800,11.4399995803833,11.430000305175781,11.430000305175781
07-04-2021,11.1899995803833,11.25,279800,11.508999824523926,11.319999694824219,11.319999694824219
08-04-2021,11.119999885559082,11.220000267028809,362300,11.399999618530273,11.300000190734863,11.300000190734863
09-04-2021,11.140000343322754,11.229999542236328,609100,11.420000076293945,11.420000076293945,11.420000076293945
12-04-2021,11.170000076293945,11.449999809265137,779600,11.633000373840332,11.5600004196167,11.5600004196167
13-04-2021,11.300000190734863,11.34000015258789,406000,11.600000381469727,11.569999694824219,11.569999694824219
