Date,Low,Open,Volume,High,Close,Adjusted Close
05-10-2000,3375.0,4000.0,23,5000.0,4000.0,3382.949951171875
06-10-2000,4000.0,4000.0,4,5500.0,4625.0,3911.535888671875
09-10-2000,4625.0,4625.0,0,4625.0,4625.0,3911.535888671875
10-10-2000,4500.0,5000.0,2,5000.0,4500.0,3805.818603515625
11-10-2000,4500.0,5000.0,3,5000.0,4500.0,3805.818603515625
12-10-2000,4500.0,5000.0,3,5000.0,4500.0,3805.818603515625
13-10-2000,4500.0,4500.0,1,5500.0,5500.0,4651.55615234375
16-10-2000,5000.0,5000.0,0,5500.0,5500.0,4651.55615234375
17-10-2000,5500.0,5500.0,0,5500.0,5500.0,4651.55615234375
18-10-2000,4062.5,4500.0,2,4500.0,4062.5,3435.808349609375
19-10-2000,4375.0,4375.0,0,4375.0,4375.0,3700.1015625
20-10-2000,3750.0,3750.0,1,3750.0,3750.0,3171.515869140625
23-10-2000,3750.0,3750.0,0,3750.0,3750.0,3171.515869140625
24-10-2000,3750.0,3750.0,0,3750.0,3750.0,3171.515869140625
25-10-2000,3750.0,3750.0,1,3750.0,3750.0,3171.515869140625
26-10-2000,3750.0,3750.0,0,3750.0,3750.0,3171.515869140625
27-10-2000,3750.0,4375.0,1,4375.0,3750.0,3171.515869140625
30-10-2000,4250.0,4250.0,4,4750.0,4750.0,4017.252685546875
31-10-2000,4500.0,4750.0,7,5250.0,4500.0,3805.818603515625
01-11-2000,4750.0,5000.0,9,5500.0,5500.0,4651.55615234375
02-11-2000,5250.0,5250.0,1,5625.0,5250.0,4440.12255859375
03-11-2000,5000.0,5000.0,2,5625.0,5000.0,4228.68701171875
06-11-2000,5500.0,5500.0,4,5750.0,5750.0,4862.990234375
07-11-2000,5750.0,5750.0,1,5750.0,5750.0,4862.990234375
08-11-2000,5250.0,5750.0,2,5750.0,5250.0,4440.12255859375
09-11-2000,5000.0,5500.0,1,5500.0,5500.0,4651.55615234375
10-11-2000,5500.0,5750.0,1,5750.0,5500.0,4651.55615234375
13-11-2000,5375.0,5375.0,3,5750.0,5625.0,4757.2734375
14-11-2000,5500.0,5750.0,12,6000.0,5500.0,4651.55615234375
15-11-2000,5250.0,5250.0,4,6250.0,5500.0,4651.55615234375
16-11-2000,5500.0,5750.0,1,5750.0,5500.0,4651.55615234375
17-11-2000,5000.0,5000.0,1,5000.0,5000.0,4228.68701171875
20-11-2000,5000.0,5500.0,8,6000.0,5000.0,4228.68701171875
21-11-2000,5000.0,5000.0,0,5000.0,5000.0,4228.68701171875
22-11-2000,4750.0,4750.0,1,4750.0,4750.0,4017.252685546875
24-11-2000,3750.0,4125.0,4,4125.0,4000.0,3382.949951171875
27-11-2000,3500.0,4000.0,1,4000.0,3500.0,2960.081298828125
28-11-2000,3000.0,3500.0,6,3500.0,3500.0,2960.081298828125
29-11-2000,3000.0,3000.0,2,3000.0,3000.0,2537.21240234375
30-11-2000,3000.0,3000.0,0,3000.0,3000.0,2537.21240234375
01-12-2000,3500.0,3500.0,1,3875.0,3875.0,3277.232666015625
04-12-2000,3875.0,3875.0,0,3875.0,3875.0,3277.232666015625
05-12-2000,3875.0,3875.0,0,3875.0,3875.0,3277.232666015625
06-12-2000,3125.0,3125.0,0,3125.0,3125.0,2642.9296875
07-12-2000,3125.0,3125.0,0,3125.0,3125.0,2642.9296875
08-12-2000,3125.0,3125.0,0,3125.0,3125.0,2642.9296875
11-12-2000,3250.0,3250.0,1,3750.0,3750.0,3171.515869140625
12-12-2000,3750.0,3750.0,1,3750.0,3750.0,3171.515869140625
13-12-2000,3750.0,3750.0,0,3750.0,3750.0,3171.515869140625
14-12-2000,3500.0,3750.0,1,3750.0,3500.0,2960.081298828125
15-12-2000,3500.0,3500.0,0,3500.0,3500.0,2960.081298828125
18-12-2000,3125.0,3250.0,1,3250.0,3125.0,2642.9296875
19-12-2000,3125.0,3125.0,0,3125.0,3125.0,2642.9296875
20-12-2000,3125.0,3125.0,0,3125.0,3125.0,2642.9296875
21-12-2000,3000.0,3000.0,0,3000.0,3000.0,2537.21240234375
22-12-2000,3000.0,3000.0,0,3000.0,3000.0,2537.21240234375
26-12-2000,2250.0,3000.0,7,3000.0,2250.0,1902.9093017578125
27-12-2000,2500.0,2500.0,1,2500.0,2500.0,2114.343505859375
28-12-2000,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
29-12-2000,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
02-01-2001,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
03-01-2001,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
04-01-2001,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
05-01-2001,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
08-01-2001,2500.0,2500.0,0,2500.0,2500.0,2114.343505859375
09-01-2001,2500.0,2500.0,2,2500.0,2500.0,2114.343505859375
10-01-2001,2750.0,2750.0,9,3500.0,3000.0,2537.21240234375
11-01-2001,3000.0,3000.0,0,3000.0,3000.0,2537.21240234375
12-01-2001,2750.0,2750.0,0,2750.0,2750.0,2325.778076171875
16-01-2001,3000.0,3250.0,5,3500.0,3000.0,2537.21240234375
17-01-2001,3250.0,3500.0,2,4000.0,4000.0,3382.949951171875
18-01-2001,3250.0,3250.0,2,3500.0,3500.0,2960.081298828125
19-01-2001,3250.0,3250.0,1,3750.0,3750.0,3171.515869140625
22-01-2001,4000.0,4000.0,63,8250.0,7000.0,5920.16259765625
23-01-2001,5500.0,7000.0,8,7250.0,5500.0,4651.55615234375
24-01-2001,5750.0,6000.0,1,6000.0,5750.0,4862.990234375
25-01-2001,5000.0,5500.0,6,5750.0,5750.0,4862.990234375
26-01-2001,5250.0,5500.0,2,5500.0,5250.0,4440.12255859375
29-01-2001,4750.0,5500.0,4,5500.0,5250.0,4440.12255859375
30-01-2001,5500.0,5500.0,1,5500.0,5500.0,4651.55615234375
31-01-2001,5750.0,5750.0,1,5750.0,5750.0,4862.990234375
01-02-2001,5500.0,5750.0,2,5750.0,5500.0,4651.55615234375
02-02-2001,5000.0,5500.0,1,5500.0,5000.0,4228.68701171875
05-02-2001,5000.0,5000.0,1,5000.0,5000.0,4228.68701171875
06-02-2001,4750.0,4750.0,1,5250.0,4750.0,4017.252685546875
07-02-2001,4500.0,5250.0,0,5250.0,4500.0,3805.818603515625
08-02-2001,4500.0,4500.0,1,4500.0,4500.0,3805.818603515625
09-02-2001,4250.0,4500.0,1,4500.0,4500.0,3805.818603515625
12-02-2001,4500.0,4500.0,6,6000.0,6000.0,5074.4248046875
13-02-2001,5750.0,6125.0,8,6500.0,6375.0,5391.57666015625
14-02-2001,5750.0,6500.0,8,6500.0,5750.0,4862.990234375
15-02-2001,5500.0,5500.0,1,5500.0,5500.0,4651.55615234375
16-02-2001,5625.0,5625.0,1,5625.0,5625.0,4757.2734375
20-02-2001,4125.0,5250.0,6,5250.0,4125.0,3488.666748046875
21-02-2001,3750.0,4125.0,3,4187.5,4125.0,3488.666748046875
22-02-2001,4125.0,4125.0,1,4250.0,4250.0,3594.38427734375
23-02-2001,4250.0,4250.0,1,4250.0,4250.0,3594.38427734375
26-02-2001,4375.0,4375.0,2,4375.0,4375.0,3700.1015625
27-02-2001,4250.0,4250.0,5,5500.0,5000.0,4228.68701171875
28-02-2001,4500.0,4500.0,5,5500.0,5500.0,4651.55615234375
01-03-2001,5000.0,5000.0,1,5000.0,5000.0,4228.68701171875
02-03-2001,5000.0,5500.0,1,5500.0,5250.0,4440.12255859375
05-03-2001,5000.0,5500.0,3,5500.0,5000.0,4228.68701171875
06-03-2001,4500.0,5000.0,2,5000.0,4500.0,3805.818603515625
07-03-2001,4750.0,4750.0,1,4750.0,4750.0,4017.252685546875
08-03-2001,5000.0,5000.0,0,5000.0,5000.0,4228.68701171875
09-03-2001,5000.0,5125.0,1,5125.0,5000.0,4228.68701171875
12-03-2001,4375.0,5250.0,3,5250.0,4375.0,3700.1015625
13-03-2001,4250.0,4250.0,1,4250.0,4250.0,3594.38427734375
