Date,Low,Open,Volume,High,Close,Adjusted Close
22-02-2012,0.6299999952316284,0.6299999952316284,22700,0.6299999952316284,0.6299999952316284,0.49409088492393494
23-02-2012,0.6299999952316284,0.6299999952316284,0,0.6299999952316284,0.6299999952316284,0.49409088492393494
24-02-2012,0.5899999737739563,0.5899999737739563,4000,0.5899999737739563,0.5899999737739563,0.46272003650665283
27-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.46272003650665283
28-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.46272003650665283
29-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.46272003650665283
01-03-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.46272003650665283
02-03-2012,0.5699999928474426,0.5699999928474426,118600,0.5699999928474426,0.5699999928474426,0.4470345675945282
05-03-2012,0.5699999928474426,0.5699999928474426,100,0.5699999928474426,0.5699999928474426,0.4470345675945282
06-03-2012,0.5400000214576721,0.5600000023841858,15600,0.5600000023841858,0.5400000214576721,0.4235064387321472
07-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.4235064387321472
08-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.4235064387321472
09-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.4235064387321472
12-03-2012,0.6000000238418579,0.6000000238418579,14100,0.6000000238418579,0.6000000238418579,0.47056281566619873
13-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
14-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
15-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
16-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
19-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
20-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
21-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
22-03-2012,0.5799999833106995,0.5799999833106995,10000,0.5799999833106995,0.5799999833106995,0.4548773169517517
23-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
26-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
27-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
28-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
29-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
30-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
02-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
03-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
04-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
05-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
09-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
10-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
11-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
12-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
13-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
16-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
17-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
18-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
19-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
20-04-2012,0.6000000238418579,0.6000000238418579,9100,0.6000000238418579,0.6000000238418579,0.47056281566619873
23-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
24-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
25-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
26-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
27-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47056281566619873
30-04-2012,0.5799999833106995,0.5799999833106995,2900,0.5799999833106995,0.5799999833106995,0.4548773169517517
01-05-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
02-05-2012,0.5799999833106995,0.5799999833106995,7000,0.5799999833106995,0.5799999833106995,0.4548773169517517
03-05-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4548773169517517
04-05-2012,0.5699999928474426,0.5699999928474426,23500,0.5699999928474426,0.5699999928474426,0.4470345675945282
07-05-2012,0.5600000023841858,0.5600000023841858,25000,0.5600000023841858,0.5600000023841858,0.4391918480396271
08-05-2012,0.5699999928474426,0.5699999928474426,500,0.5699999928474426,0.5699999928474426,0.4470345675945282
09-05-2012,0.5699999928474426,0.5699999928474426,0,0.5699999928474426,0.5699999928474426,0.4470345675945282
10-05-2012,0.5699999928474426,0.5699999928474426,0,0.5699999928474426,0.5699999928474426,0.4470345675945282
11-05-2012,0.5699999928474426,0.5699999928474426,0,0.5699999928474426,0.5699999928474426,0.4470345675945282
