Date,Low,Open,Volume,High,Close,Adjusted Close
16-05-2013,15.870100021362305,15.870100021362305,650,15.870100021362305,15.870100021362305,0.294101357460022
17-05-2013,15.870100021362305,15.870100021362305,0,15.870100021362305,15.870100021362305,0.294101357460022
20-05-2013,15.5,15.5,500,15.5,15.5,0.2872426509857178
21-05-2013,15.5,15.5,0,15.5,15.5,0.2872426509857178
22-05-2013,15.5,15.5,0,15.5,15.5,0.2872426509857178
23-05-2013,15.5,15.5,0,15.5,15.5,0.2872426509857178
24-05-2013,15.5,15.5,0,15.5,15.5,0.2872426509857178
28-05-2013,15.0,15.0,4500,15.0,15.0,0.27797678112983704
29-05-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
30-05-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
31-05-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
03-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
04-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
05-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
06-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
07-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
10-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
11-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
12-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
13-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
14-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
17-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
18-06-2013,15.0,15.0,0,15.0,15.0,0.27797678112983704
19-06-2013,15.75,15.75,4000,15.75,15.75,0.2918756306171417
20-06-2013,15.75,15.75,0,15.75,15.75,0.2918756306171417
21-06-2013,14.785799980163574,14.785799980163574,1000,14.785799980163574,14.785799980163574,0.27400732040405273
24-06-2013,13.75,13.883000373840332,4000,13.883000373840332,13.75,0.254812091588974
25-06-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
26-06-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
27-06-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
28-06-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
01-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
02-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
03-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
05-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
08-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
09-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
10-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
11-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
12-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
15-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
16-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
17-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
18-07-2013,13.75,13.75,0,13.75,13.75,0.254812091588974
19-07-2013,15.581500053405762,15.581500053405762,2300,15.724800109863281,15.724800109863281,0.29140862822532654
22-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
23-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
24-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
25-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
26-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
29-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
30-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
31-07-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
01-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
02-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
05-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
06-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
07-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
08-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
09-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
12-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
13-08-2013,15.724800109863281,15.724800109863281,0,15.724800109863281,15.724800109863281,0.29140862822532654
