Date,Low,Open,Volume,High,Close,Adjusted Close
03-11-2009,74.75,74.75,40,74.75,74.75,66.54875183105469
04-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
05-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
06-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
09-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
10-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
11-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
12-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
13-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
16-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
17-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
18-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
19-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
20-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
23-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
24-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
25-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
27-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
30-11-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
01-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
02-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
03-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
04-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
07-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
08-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
09-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
10-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
11-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
14-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
15-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
16-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
17-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
18-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
21-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
22-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
23-12-2009,74.75,74.75,0,74.75,74.75,66.54875183105469
