Date,Close,Volume,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Close_lag_10,Close_lag_20,MA_5,MA_20,MA_50,Std_20,Min_20,Max_20,Close_diff_1,Close_diff_5,Close_pct_change
1981-02-24,0.1060269996523857,16979200,0.1099329963326454,0.1082589998841285,0.1143969967961311,0.1166289970278739,0.1216519996523857,0.1439729928970337,0.11205359846353528,0.12176339924335475,0.1325780993700027,0.009618906753636823,0.1060269996523857,0.1428570002317428,-0.0039059966802597046,-0.010601997375488198,-3.5530703342612213
1981-02-25,0.1127230003476142,19488000,0.1060269996523857,0.1099329963326454,0.1082589998841285,0.1216519996523857,0.1216519996523857,0.1428570002317428,0.11026779860258099,0.12025669924914832,0.13226559951901432,0.00842717998550552,0.1060269996523857,0.1383929997682571,0.006696000695228507,-0.008928999304771493,6.315373175871852
1981-02-26,0.1143969967961311,10841600,0.1127230003476142,0.1060269996523857,0.1099329963326454,0.1143969967961311,0.117746002972126,0.1383929997682571,0.11026779860258099,0.11905689910054203,0.13212049946188922,0.0073482908719631045,0.1060269996523857,0.1333709955215454,0.0016739964485169012,0.0,1.4850531332156303
1981-02-27,0.1183039993047714,14761600,0.1143969967961311,0.1127230003476142,0.1060269996523857,0.1082589998841285,0.1166289970278739,0.1333709955215454,0.11227679848670954,0.11830354928970332,0.1322321194410324,0.006530386379491144,0.1060269996523857,0.1283479928970337,0.003907002508640289,0.010044999420642894,3.4153016408315473
1981-03-02,0.1188620030879974,11760000,0.1183039993047714,0.1143969967961311,0.1127230003476142,0.1099329963326454,0.1138390004634857,0.1261159926652908,0.11406259983777996,0.11794084981083866,0.13229909956455227,0.006269892805060841,0.1060269996523857,0.1283479928970337,0.0005580037832259993,0.008929006755351993,0.47166941650762517
1981-03-03,0.1171879991889,16172800,0.1188620030879974,0.1183039993047714,0.1143969967961311,0.1060269996523857,0.1166289970278739,0.1188620030879974,0.1162947997450828,0.11785714961588381,0.1322656194865703,0.006268121964177753,0.1060269996523857,0.1283479928970337,-0.001674003899097401,0.011160999536514296,-1.408359152300409
1981-03-04,0.1160710006952285,13708800,0.1171879991889,0.1188620030879974,0.1183039993047714,0.1127230003476142,0.1216519996523857,0.1233260035514831,0.11696439981460567,0.11749439947307105,0.13206471964716907,0.006143665618787538,0.1060269996523857,0.1283479928970337,-0.0011169984936715005,0.0033480003476142883,-0.9531679876801813
1981-03-05,0.1155129969120025,5376000,0.1160710006952285,0.1171879991889,0.1188620030879974,0.1143969967961311,0.1143969967961311,0.1277900040149688,0.11718759983777996,0.11688054911792274,0.13172989949584005,0.005654705332401546,0.1060269996523857,0.1283479928970337,-0.0005580037832259993,0.0011160001158713878,-0.4807434931065724
1981-03-06,0.1143969967961311,11603200,0.1155129969120025,0.1160710006952285,0.1171879991889,0.1183039993047714,0.1082589998841285,0.1277900040149688,0.1164061993360519,0.11621089875698085,0.13126113951206203,0.005056113284642985,0.1060269996523857,0.1283479928970337,-0.0011160001158713878,-0.003907002508640289,-0.9661251510265534
1981-03-09,0.1054690033197403,15321600,0.1143969967961311,0.1155129969120025,0.1160710006952285,0.1188620030879974,0.1099329963326454,0.1283479928970337,0.11372759938240047,0.11506694927811618,0.13046873956918714,0.004744127697601988,0.1054690033197403,0.1216519996523857,-0.008927993476390811,-0.0133929997682571,-7.80439498101646
